avaliacaosk,nota,usuariosk,filmesk,produtorask,calendariosk,enderecosk
4756,2,1275,35,12,401,78
2898,5,1272,35,12,420,6
8847,4,1252,35,12,431,17
899,3,1559,35,12,443,68
18870,2,11,35,12,459,12
1865,4,578,35,12,482,23
5414,1,1384,35,12,492,151
171,4,1504,35,12,549,39
5495,4,1288,35,12,622,21
7312,1,1408,35,12,681,68
13420,2,750,35,12,687,78
13033,5,42,35,12,689,39
7080,4,1245,35,12,691,18
16006,3,1300,35,12,697,29
14998,5,861,35,12,851,84
11483,2,122,35,12,877,76
9947,1,324,35,12,883,100
3575,4,1900,35,12,887,75
11160,2,1583,35,12,944,84
6074,2,1188,35,12,964,14
6178,2,1871,35,12,967,22
13146,5,1015,35,12,991,217
18793,2,1058,35,12,1047,33
4746,3,571,35,12,1051,14
1443,3,1968,35,12,1078,124
19202,1,462,157,21,28,3
9768,5,1527,157,21,65,38
9109,2,180,157,21,82,40
17403,2,1156,157,21,125,80
11120,3,311,157,21,127,76
16451,3,652,157,21,151,8
10149,3,283,157,21,199,23
5744,3,1921,157,21,209,124
4677,3,1834,157,21,231,20
15038,3,647,157,21,234,23
15370,5,1263,157,21,324,41
4638,1,419,157,21,366,33
19445,1,1883,157,21,382,151
11782,2,1071,157,21,399,80
11773,5,1402,157,21,410,28
3335,5,1946,157,21,448,61
17145,2,982,157,21,452,12
5628,2,1992,157,21,550,8
6584,2,934,157,21,597,6
15426,3,1833,157,21,609,35
8976,2,929,157,21,626,28
18111,5,839,157,21,675,23
8193,2,626,157,21,720,36
3701,5,633,157,21,766,32
1651,2,779,157,21,773,75
10929,3,1264,157,21,794,40
8054,3,316,157,21,796,75
7001,4,904,157,21,801,19
141,5,1698,157,21,820,217
10203,2,1276,157,21,899,38
17560,5,1427,157,21,955,124
401,1,1188,157,21,1038,14
10297,1,269,157,21,1072,20
11637,1,1759,157,21,1091,80
5169,3,377,219,9,16,11
6489,2,1419,219,9,29,84
17690,1,622,219,9,64,21
11409,5,1017,219,9,77,84
2606,1,104,219,9,108,78
13788,3,1927,219,9,188,42
6188,1,954,219,9,214,124
1110,1,473,219,9,219,62
11863,1,1426,219,9,315,17
14467,1,1298,219,9,318,68
14065,3,1589,219,9,326,35
9198,4,992,219,9,332,2
15675,5,811,219,9,357,100
6588,5,409,219,9,372,29
10383,3,436,219,9,421,11
15536,1,1573,219,9,511,78
16149,4,1359,219,9,524,118
3810,3,1606,219,9,535,36
9361,4,1588,219,9,536,15
5129,5,112,219,9,536,125
17804,2,1136,219,9,553,100
4278,5,65,219,9,563,156
11860,3,768,219,9,583,1
9311,1,593,219,9,612,36
18946,1,686,219,9,627,53
15784,5,1536,219,9,629,19
3487,5,831,219,9,677,29
4206,3,868,219,9,697,61
8342,2,1901,219,9,702,18
10381,2,702,219,9,753,33
13086,2,1618,219,9,757,2
11138,5,1482,219,9,794,28
13366,1,611,219,9,796,15
760,4,200,219,9,910,39
10318,3,1521,219,9,979,1
1388,1,1925,219,9,987,76
15542,3,1351,219,9,1027,1
10264,3,392,219,9,1039,217
5689,2,1525,219,9,1071,67
8598,2,809,402,2,44,40
16114,4,636,402,2,70,62
16930,4,1292,402,2,74,11
8822,2,1504,402,2,99,39
362,3,1786,402,2,132,72
15283,1,1135,402,2,137,14
9359,3,1580,402,2,139,18
9388,3,501,402,2,190,3
16143,4,330,402,2,194,7
1735,5,613,402,2,195,156
3905,3,1349,402,2,231,61
11194,5,100,402,2,233,21
1771,5,1573,402,2,245,78
19414,5,1874,402,2,247,61
1616,1,1331,402,2,267,125
15850,5,153,402,2,297,20
3021,1,191,402,2,330,4
16391,5,1068,402,2,347,29
19930,1,70,402,2,368,68
8141,5,1537,402,2,372,2
8988,2,1713,402,2,375,80
15725,5,1565,402,2,388,35
15681,2,1209,402,2,392,124
16367,3,1342,402,2,459,19
508,2,873,402,2,497,36
13211,3,1159,402,2,543,125
14149,3,1711,402,2,591,76
11494,4,832,402,2,668,39
18678,2,596,402,2,745,17
14840,1,1064,402,2,777,118
16185,3,1023,402,2,836,124
2263,5,1044,402,2,849,14
19239,2,1410,402,2,864,29
18285,2,661,402,2,913,17
11171,4,1005,402,2,946,12
7394,1,1697,402,2,982,151
8460,1,911,402,2,989,25
9240,1,94,402,2,1016,21
1598,2,503,402,2,1025,7
4720,4,1048,402,2,1048,20
19625,3,1658,402,2,1053,15
17137,1,118,402,2,1068,67
11593,3,382,198,10,86,156
1282,1,754,198,10,126,17
14924,3,1938,198,10,149,28
7492,3,923,198,10,162,12
11946,1,104,198,10,216,78
19358,2,1734,198,10,243,38
18351,1,1546,198,10,252,23
17031,2,889,198,10,279,15
18625,5,724,198,10,285,3
6809,4,1680,198,10,297,39
13979,2,1925,198,10,299,76
7742,5,1878,198,10,303,1
12537,2,523,198,10,322,12
9479,2,404,198,10,346,118
8211,5,836,198,10,398,76
833,5,760,198,10,431,78
19449,1,792,198,10,455,19
11428,1,1729,198,10,460,12
14414,1,1934,198,10,472,6
18951,2,132,198,10,508,35
14267,5,1423,198,10,530,124
14722,4,787,198,10,539,84
6684,2,502,198,10,545,124
13050,1,732,198,10,558,217
5525,5,143,198,10,573,15
4813,1,1352,198,10,619,33
17549,1,1070,198,10,674,18
10107,5,1782,198,10,703,41
19165,4,343,198,10,759,118
11758,3,47,198,10,770,78
6794,2,1091,198,10,780,125
2929,4,815,198,10,799,134
11251,3,1659,198,10,806,53
15978,1,1865,198,10,821,23
4219,2,1261,198,10,845,20
3190,4,1827,198,10,861,75
15754,1,723,198,10,910,3
8071,1,576,198,10,924,78
7162,3,1376,198,10,933,61
5279,2,275,198,10,949,12
12724,2,260,198,10,956,118
3910,3,693,198,10,988,23
15200,2,1915,198,10,994,11
18766,4,759,198,10,1074,19
14549,4,1364,198,10,1078,18
10587,4,351,198,10,1082,14
4724,2,83,227,21,42,15
19910,2,848,227,21,55,20
8523,2,1631,227,21,98,25
2873,3,397,227,21,130,156
7886,4,1716,227,21,132,23
3999,1,1928,227,21,203,3
249,2,49,227,21,239,4
3339,1,1341,227,21,245,15
17547,1,998,227,21,247,72
9033,3,1514,227,21,258,72
10112,5,205,227,21,289,20
8940,1,1068,227,21,321,29
4923,5,539,227,21,324,20
11106,4,1528,227,21,346,217
19264,5,307,227,21,401,14
2198,3,1216,227,21,443,124
926,1,1199,227,21,490,11
1217,2,802,227,21,491,32
8768,3,961,227,21,507,3
112,1,1568,227,21,508,62
8830,3,856,227,21,527,53
15004,3,682,227,21,555,25
4148,2,359,227,21,555,4
7617,2,1384,227,21,613,151
1033,4,44,227,21,621,42
14498,2,1889,227,21,722,6
887,1,1791,227,21,759,2
3324,5,461,227,21,792,28
10396,1,654,227,21,837,33
15386,4,1813,227,21,845,124
18002,1,1989,227,21,854,28
7811,3,1648,227,21,864,80
9315,5,673,227,21,877,62
18722,2,266,227,21,894,14
10509,1,414,227,21,945,84
2377,1,542,227,21,974,12
13643,2,1749,227,21,1014,36
13536,5,909,227,21,1026,72
1982,4,157,227,21,1046,32
14354,5,1445,227,21,1066,4
16645,3,1020,231,21,92,72
5820,2,1152,231,21,99,11
5295,5,13,231,21,112,125
4069,2,575,231,21,186,21
7844,1,1987,231,21,244,15
6224,2,1594,231,21,244,67
7284,5,419,231,21,280,33
9009,1,1439,231,21,286,11
15462,4,1086,231,21,296,78
19133,3,1927,231,21,298,42
14155,5,150,231,21,319,151
586,2,480,231,21,364,7
6606,2,1065,231,21,379,39
12738,4,1809,231,21,400,84
15965,4,1909,231,21,423,12
8063,1,699,231,21,471,25
11442,1,1777,231,21,473,11
1736,2,32,231,21,473,15
12530,5,622,231,21,497,21
7620,4,264,231,21,497,2
9175,2,1652,231,21,541,67
9316,3,1391,231,21,581,68
16167,2,1455,231,21,635,75
15139,4,1340,231,21,638,84
19808,4,1893,231,21,679,217
17445,5,319,231,21,743,10
13938,4,1697,231,21,827,151
310,2,232,231,21,828,62
16728,3,1262,231,21,829,11
19314,5,235,231,21,834,38
18317,2,1785,231,21,954,100
4203,2,1991,231,21,1023,84
12961,1,629,231,21,1036,33
1931,3,1699,251,21,11,21
8696,3,928,251,21,68,53
18847,5,434,251,21,72,20
17983,4,1067,251,21,95,42
267,3,852,251,21,113,118
3306,4,1692,251,21,124,1
16125,2,1656,251,21,127,25
15374,3,540,251,21,145,41
14131,2,1492,251,21,146,22
14981,4,775,251,21,179,78
3307,5,823,251,21,193,15
12189,3,1987,251,21,299,15
17805,2,1115,251,21,337,35
17384,4,1124,251,21,360,6
9755,3,162,251,21,437,124
18345,5,1747,251,21,444,29
19643,4,1627,251,21,600,39
8102,5,1782,251,21,620,41
7418,2,1266,251,21,633,2
16077,4,656,251,21,653,39
441,2,279,251,21,709,21
11481,4,1222,251,21,831,28
17360,1,229,251,21,837,62
16614,5,730,251,21,838,23
11004,5,987,251,21,839,6
16385,3,970,251,21,900,10
7791,4,1418,251,21,905,29
10201,2,1332,251,21,909,156
1093,4,1290,251,21,911,75
12083,1,1802,251,21,926,61
1408,4,1466,251,21,947,61
13248,1,1309,251,21,954,35
2806,2,307,251,21,1021,14
5565,2,1092,251,21,1024,76
10763,3,437,251,21,1028,39
6324,4,1191,251,21,1030,41
1378,4,909,251,21,1033,72
17321,4,956,251,21,1039,125
11128,1,1772,251,21,1054,62
16227,5,1484,251,21,1073,6
15988,5,423,336,17,121,61
11233,5,744,336,17,126,4
3301,4,461,336,17,163,28
1002,3,408,336,17,180,68
19019,1,1985,336,17,183,124
2480,5,1694,336,17,188,7
16261,1,1752,336,17,218,1
19250,4,1763,336,17,223,32
6056,2,94,336,17,289,21
7423,1,92,336,17,353,80
5686,5,916,336,17,376,22
11032,4,182,336,17,389,32
16436,5,1720,336,17,404,84
5355,5,138,336,17,498,19
3934,2,1397,336,17,551,38
11049,3,331,336,17,553,78
15096,3,590,336,17,564,32
10693,5,1516,336,17,594,84
14721,2,1501,336,17,669,80
18647,3,1836,336,17,788,3
6091,1,866,336,17,837,41
18331,3,890,336,17,843,32
1647,4,1155,336,17,866,125
8073,5,982,336,17,875,12
1751,2,330,336,17,903,7
14470,4,785,336,17,981,156
13151,3,402,336,17,1004,8
2501,1,980,336,17,1040,21
1480,4,556,336,17,1072,41
11212,2,358,336,17,1078,15
3483,5,922,336,17,1085,36
8528,1,572,336,17,1089,118
8704,2,1328,347,5,29,1
13899,2,406,347,5,53,217
10288,4,174,347,5,60,22
11247,4,1125,347,5,65,39
13440,2,880,347,5,87,40
15041,1,1737,347,5,118,75
16473,3,621,347,5,124,75
12297,1,181,347,5,148,28
19934,1,260,347,5,173,118
19284,2,1448,347,5,197,10
10815,3,549,347,5,203,28
11552,4,707,347,5,212,7
4705,5,1289,347,5,213,28
15679,5,1540,347,5,307,151
10832,2,1620,347,5,370,78
1242,4,1749,347,5,377,36
15582,2,1426,347,5,394,17
13517,4,54,347,5,431,32
2653,3,1358,347,5,461,11
10343,2,960,347,5,479,217
5280,1,688,347,5,493,61
15993,5,6,347,5,517,6
17711,5,1920,347,5,553,14
8838,2,1476,347,5,586,23
7897,5,832,347,5,588,39
5265,4,1595,347,5,631,33
17956,4,695,347,5,663,40
2510,2,88,347,5,679,21
12414,2,940,347,5,704,15
16895,4,1775,347,5,745,8
1190,4,372,347,5,757,38
11278,3,1102,347,5,762,12
16038,3,159,347,5,772,84
7344,2,1960,347,5,820,2
11966,5,1445,347,5,832,4
9723,5,697,347,5,867,11
13018,1,1347,347,5,926,36
16833,3,437,347,5,937,39
11046,2,1044,347,5,997,14
8647,2,523,347,5,1003,12
18559,5,1459,347,5,1021,11
1730,4,1925,347,5,1035,76
9725,3,665,347,5,1045,134
8317,2,380,347,5,1085,12
15165,5,1638,380,14,19,40
16208,5,1487,380,14,19,42
16241,5,363,380,14,24,76
1151,2,1647,380,14,57,15
803,2,1803,380,14,129,118
11916,2,1394,380,14,145,134
16831,3,336,380,14,167,20
6754,4,1692,380,14,171,1
447,4,524,380,14,215,17
1534,5,1728,380,14,217,53
17087,2,884,380,14,264,7
3870,4,1760,380,14,265,41
332,3,1152,380,14,268,11
9322,3,1555,380,14,291,1
9218,2,349,380,14,301,40
12306,1,1446,380,14,342,62
5875,4,1484,380,14,355,6
9377,3,646,380,14,425,21
15831,5,782,380,14,436,38
3717,5,57,380,14,436,10
3771,3,538,380,14,443,12
14780,4,1997,380,14,458,151
18941,2,1382,380,14,497,151
12735,3,1643,380,14,530,23
188,5,380,380,14,533,12
9502,5,1710,380,14,605,125
4257,2,700,380,14,608,25
3000,4,1269,380,14,635,1
10773,2,442,380,14,645,4
14281,2,1032,380,14,701,53
18466,5,504,380,14,737,84
8605,2,1188,380,14,772,14
5236,5,261,380,14,825,32
16296,5,1259,380,14,835,14
1814,2,618,380,14,841,14
18669,2,842,380,14,899,22
8546,5,1139,380,14,904,2
11145,4,174,380,14,907,22
19226,5,935,380,14,928,42
4643,2,1668,380,14,932,32
14158,4,720,380,14,955,19
3382,2,748,380,14,956,4
15879,5,997,380,14,968,3
129,5,816,380,14,969,100
1589,5,428,380,14,969,22
7278,1,1940,459,9,21,33
16887,3,1711,459,9,45,76
17589,2,177,459,9,84,28
4494,3,814,459,9,90,75
6337,1,677,459,9,157,2
8681,2,1712,459,9,180,21
753,4,125,459,9,187,125
18510,4,1785,459,9,190,100
9133,3,1622,459,9,211,39
6728,5,307,459,9,224,14
8731,3,1720,459,9,278,84
3322,1,907,459,9,290,67
6440,2,436,459,9,294,11
11140,4,1895,459,9,360,38
4621,1,511,459,9,376,62
1400,2,351,459,9,396,14
1303,5,512,459,9,415,35
15720,2,1544,459,9,423,1
357,1,1652,459,9,429,67
4799,3,1768,459,9,430,28
6612,4,1446,459,9,502,62
11917,1,1233,459,9,524,2
1511,5,739,459,9,533,76
18049,4,497,459,9,573,76
2666,3,8,459,9,574,19
10487,5,13,459,9,591,125
12908,4,1243,459,9,643,35
12090,3,625,459,9,645,68
13116,2,1430,459,9,659,23
8858,3,1707,459,9,672,76
12393,5,452,459,9,730,151
1960,3,107,459,9,731,61
19353,4,221,459,9,748,62
11025,3,1649,459,9,754,118
18133,3,579,459,9,760,29
9851,5,1805,459,9,774,100
3179,2,28,459,9,781,35
3484,1,744,459,9,787,4
284,4,73,459,9,793,40
8133,3,870,459,9,824,38
16020,5,831,459,9,835,29
12887,4,383,459,9,851,40
3894,2,1283,459,9,888,53
13626,4,1527,459,9,891,38
7982,2,1080,459,9,902,23
8653,5,83,459,9,905,15
14674,1,599,459,9,938,38
13144,4,405,459,9,974,76
19279,3,742,459,9,984,84
14876,3,1988,459,9,1003,18
8888,1,1329,459,9,1003,19
15066,2,896,459,9,1032,3
2876,2,823,14,14,13,15
12981,4,931,14,14,55,68
4900,2,1481,14,14,83,76
13324,2,9,14,14,116,36
8464,2,1619,14,14,125,61
5073,1,1074,14,14,147,75
9233,2,537,14,14,153,1
914,4,1852,14,14,159,156
15923,4,1682,14,14,182,134
11529,2,32,14,14,187,15
6241,3,1949,14,14,188,42
4032,3,1276,14,14,255,38
11107,2,786,14,14,263,156
18883,5,464,14,14,266,67
9267,4,1886,14,14,272,1
3102,1,851,14,14,282,7
8905,4,686,14,14,313,53
17193,5,1910,14,14,325,1
18820,2,1525,14,14,386,67
19940,5,1984,14,14,388,32
13928,5,816,14,14,427,100
18518,1,1490,14,14,453,75
3375,4,683,14,14,488,40
19219,5,158,14,14,501,29
18995,3,1834,14,14,510,20
2918,1,889,14,14,521,15
4934,5,1124,14,14,577,6
10978,2,221,14,14,598,62
5036,3,253,14,14,669,42
10398,4,1342,14,14,688,19
9211,3,1973,14,14,824,6
14382,2,635,14,14,878,17
2745,3,1738,14,14,1036,29
17737,2,936,14,14,1059,1
16115,1,1747,14,14,1064,29
11753,3,1286,141,12,16,100
11396,1,907,141,12,32,67
18947,3,605,141,12,68,67
16779,2,1746,141,12,87,53
12269,4,1436,141,12,176,25
7474,3,1076,141,12,186,2
1778,1,1482,141,12,191,28
13715,1,884,141,12,209,7
14434,1,1169,141,12,211,7
9380,3,753,141,12,224,18
4690,3,1016,141,12,286,23
19275,5,502,141,12,293,124
2871,4,1095,141,12,319,19
16099,5,240,141,12,394,39
8147,2,1823,141,12,450,134
18414,1,872,141,12,455,84
3274,3,708,141,12,478,25
10813,1,693,141,12,478,23
2717,5,383,141,12,601,40
4604,5,1344,141,12,609,42
3690,1,1567,141,12,669,32
9020,5,1246,141,12,669,40
8977,4,29,141,12,675,61
5449,4,1324,141,12,713,38
15135,2,1180,141,12,715,6
964,2,505,141,12,724,61
5980,2,1756,141,12,726,28
3232,5,323,141,12,758,75
8968,2,539,141,12,782,20
12064,5,664,141,12,837,53
14827,4,1371,141,12,860,84
17341,1,458,141,12,870,41
6093,4,1608,141,12,873,32
4146,4,400,141,12,882,125
1025,2,904,141,12,892,19
3095,3,1948,141,12,941,4
17631,2,422,141,12,956,39
4404,3,1520,141,12,1049,68
15902,3,206,141,12,1058,8
1363,2,1944,141,12,1075,125
16627,4,827,141,12,1080,17
14896,5,1431,141,12,1086,53
8484,5,455,149,21,8,23
19694,1,1785,149,21,37,100
1081,5,501,149,21,60,3
14475,1,1758,149,21,78,32
6214,1,1267,149,21,102,62
15924,4,1314,149,21,104,39
797,4,1271,149,21,104,11
17410,3,557,149,21,116,20
823,2,1043,149,21,119,42
3204,5,1962,149,21,145,68
4751,5,805,149,21,172,14
3791,5,1220,149,21,249,22
4627,3,1400,149,21,287,151
17388,3,254,149,21,287,61
7754,4,1318,149,21,289,124
196,3,528,149,21,289,6
2298,3,1807,149,21,291,25
8287,3,1532,149,21,297,33
19848,1,882,149,21,312,124
18008,1,74,149,21,394,17
13951,5,194,149,21,409,100
2015,3,860,149,21,437,100
8804,5,870,149,21,481,38
7755,3,294,149,21,550,2
10513,4,1058,149,21,620,33
6061,5,685,149,21,624,118
7306,3,735,149,21,669,28
5568,2,1563,149,21,690,67
9208,1,1387,149,21,724,39
15223,5,700,149,21,751,25
10234,2,736,149,21,752,62
14693,4,1702,149,21,793,41
5418,2,1136,149,21,799,100
2622,3,70,149,21,806,68
5642,5,1078,149,21,813,217
6124,1,1788,149,21,836,2
1878,4,249,149,21,867,12
10042,4,1109,149,21,869,42
18574,4,774,149,21,902,61
18500,4,1247,149,21,903,32
9959,5,38,149,21,932,217
8717,1,703,149,21,940,28
12081,2,1594,149,21,948,67
16244,1,1125,149,21,957,39
573,3,540,149,21,967,41
2564,3,1305,149,21,974,53
9488,3,1681,149,21,998,75
2384,5,898,149,21,1045,6
7269,5,1931,149,21,1049,80
13597,1,850,149,21,1051,42
14668,1,1902,149,21,1071,61
4356,2,327,216,21,16,118
12814,1,253,216,21,37,42
13548,2,376,216,21,81,11
6173,3,965,216,21,144,38
18297,5,1652,216,21,152,67
11261,5,618,216,21,268,14
14800,3,1447,216,21,280,32
2819,1,954,216,21,300,124
15368,2,1022,216,21,345,62
5146,5,526,216,21,397,22
98,5,1119,216,21,398,134
14573,5,426,216,21,419,7
8084,5,635,216,21,490,17
17254,1,396,216,21,501,32
11137,3,1338,216,21,519,217
17050,2,945,216,21,546,11
12078,2,1732,216,21,583,29
6972,3,117,216,21,606,75
2275,4,905,216,21,609,151
6855,5,1025,216,21,627,36
10791,1,1904,216,21,633,151
14477,4,1812,216,21,635,29
14492,3,1509,216,21,682,68
7818,5,969,216,21,688,2
11503,4,984,216,21,730,6
5552,3,1627,216,21,751,39
18153,5,623,216,21,765,32
5959,1,159,216,21,766,84
16474,5,1776,216,21,789,42
19770,3,1101,216,21,793,124
19162,5,966,216,21,797,17
16144,1,1553,216,21,811,17
1499,1,301,216,21,830,18
3796,5,183,216,21,911,78
7007,1,111,216,21,936,38
2613,1,1402,216,21,948,28
4353,5,691,216,21,984,32
11430,2,56,216,21,986,8
4728,1,358,216,21,993,15
5275,1,1629,216,21,1020,22
8734,4,1317,216,21,1089,17
5465,3,955,249,21,25,8
3631,1,815,249,21,31,134
15638,2,149,249,21,40,17
5791,4,1999,249,21,59,100
11578,3,1713,249,21,79,80
15621,2,208,249,21,83,25
11164,4,1206,249,21,88,124
781,3,445,249,21,136,22
6476,1,933,249,21,167,8
6556,4,188,249,21,218,33
15758,5,1771,249,21,234,17
1955,3,1250,249,21,254,29
12186,3,1047,249,21,275,22
14989,4,645,249,21,307,39
12259,4,529,249,21,329,84
6383,1,503,249,21,402,7
14417,3,916,249,21,437,22
18908,1,561,249,21,474,217
13531,2,280,249,21,493,151
14624,4,1988,249,21,537,18
1061,4,1497,249,21,545,17
16102,5,973,249,21,580,67
17931,3,982,249,21,609,12
1937,5,451,249,21,651,29
8853,5,527,249,21,670,217
10397,3,846,249,21,671,6
11477,3,914,249,21,748,53
5400,4,1684,249,21,805,78
7740,4,976,249,21,846,61
16049,3,1857,249,21,904,100
19016,5,1082,249,21,981,10
6843,4,1821,249,21,989,62
6706,2,54,249,21,1007,32
13378,5,1503,249,21,1009,11
2435,5,34,249,21,1021,75
1087,1,549,249,21,1044,28
16924,1,676,289,15,2,20
13587,4,749,289,15,30,156
4162,2,544,289,15,48,40
17444,3,818,289,15,53,118
4921,4,392,289,15,60,217
6929,2,450,289,15,205,15
132,1,1511,289,15,209,12
8055,2,998,289,15,251,72
128,3,1830,289,15,369,40
16319,4,1431,289,15,417,53
8535,5,882,289,15,473,124
6591,1,1167,289,15,495,32
14858,4,417,289,15,499,72
1673,3,635,289,15,577,17
15427,4,1451,289,15,583,29
14563,1,1534,289,15,586,125
18707,4,114,289,15,586,2
6238,1,1513,289,15,588,15
9162,4,1853,289,15,614,36
18136,5,922,289,15,614,36
4013,4,1760,289,15,624,41
8244,5,1492,289,15,628,22
2087,3,574,289,15,642,40
11500,3,1855,289,15,725,6
5160,2,1270,289,15,744,118
9967,5,1051,289,15,748,25
1928,2,407,289,15,820,10
1420,2,1189,289,15,880,11
6665,3,1624,289,15,882,217
17777,3,1914,289,15,883,12
1964,3,1820,289,15,915,75
7360,3,1401,289,15,925,32
13148,3,1277,289,15,927,32
9091,1,249,289,15,949,12
16056,1,93,289,15,957,217
3062,3,1257,289,15,1001,23
11952,1,1936,289,15,1008,125
6415,2,753,289,15,1034,18
4222,2,412,289,15,1040,35
14583,3,384,289,15,1065,6
4288,5,736,289,15,1078,62
17510,5,1967,398,20,4,134
7817,5,483,398,20,5,38
18546,1,839,398,20,36,23
9836,4,861,398,20,108,84
12052,2,1929,398,20,139,40
2643,5,734,398,20,141,38
16293,2,1282,398,20,142,217
3105,4,450,398,20,156,15
19673,1,1002,398,20,171,217
4808,2,930,398,20,222,75
14436,2,815,398,20,233,134
11029,5,454,398,20,240,118
11341,2,194,398,20,245,100
3391,2,1516,398,20,346,84
9441,2,704,398,20,418,124
18081,1,1746,398,20,421,53
7500,1,816,398,20,433,100
11627,1,1218,398,20,439,75
15388,3,1361,398,20,506,62
18963,2,990,398,20,531,118
13079,4,1369,398,20,573,19
17709,5,856,398,20,589,53
19395,4,803,398,20,597,23
8615,3,197,398,20,628,53
6563,2,1973,398,20,688,6
813,3,1265,398,20,712,118
13921,2,413,398,20,720,8
5452,4,1362,398,20,738,17
19178,4,1121,398,20,756,67
1291,5,908,398,20,761,76
16876,2,1163,398,20,768,38
6662,4,271,398,20,818,100
11351,4,928,398,20,839,53
32,4,438,398,20,839,32
2978,3,1977,398,20,948,217
18070,1,233,398,20,986,67
3111,1,543,398,20,997,68
1649,2,606,398,20,1003,17
19883,1,838,398,20,1017,33
8922,4,1663,398,20,1020,124
18188,5,1182,436,21,110,42
11039,2,539,436,21,181,20
7175,2,128,436,21,227,29
17929,3,777,436,21,242,2
18263,3,593,436,21,262,36
18762,5,1410,436,21,285,29
5318,5,1180,436,21,296,6
4834,4,178,436,21,314,75
19050,3,1684,436,21,376,78
9877,5,1324,436,21,450,38
18840,1,1296,436,21,467,20
15798,2,22,436,21,511,76
7834,1,1842,436,21,520,32
9168,2,1776,436,21,531,42
1219,4,849,436,21,542,36
16106,5,588,436,21,582,14
3945,4,268,436,21,601,134
1238,2,1149,436,21,626,151
10135,5,1209,436,21,637,124
4948,2,229,436,21,810,62
17762,4,1786,436,21,813,72
11263,3,1070,436,21,886,18
17405,1,643,436,21,919,84
1026,3,957,436,21,947,40
7625,4,1148,436,21,987,118
17011,5,44,436,21,991,42
1724,1,1841,436,21,997,151
11520,4,59,436,21,1020,23
15338,1,567,436,21,1039,28
13463,2,4,204,21,11,39
19512,4,1915,204,21,58,11
3938,2,1658,204,21,108,15
14832,4,1802,204,21,123,61
17985,3,529,204,21,135,84
7290,3,487,204,21,228,41
7405,3,1482,204,21,254,28
7894,1,662,204,21,260,61
16633,3,1592,204,21,282,1
3529,5,750,204,21,288,78
8098,3,1584,204,21,289,8
16531,1,1299,204,21,339,4
10152,5,332,204,21,346,156
7585,4,1533,204,21,351,40
1855,2,1917,204,21,417,124
13992,4,1718,204,21,425,156
11717,4,1919,204,21,466,75
11971,1,1022,204,21,466,62
187,4,682,204,21,479,25
17376,3,538,204,21,501,12
19107,1,671,204,21,566,35
3788,3,1586,204,21,577,76
15956,1,1659,204,21,580,53
10744,5,1313,204,21,668,33
16093,4,1857,204,21,679,100
16739,3,400,204,21,722,125
737,2,1287,204,21,733,36
3960,4,1090,204,21,753,151
1624,4,887,204,21,780,61
1690,1,156,204,21,795,14
7443,2,1144,204,21,803,35
18290,5,235,204,21,907,38
10643,4,1937,204,21,938,42
17005,2,433,204,21,939,8
4378,5,1452,204,21,971,7
6090,5,663,204,21,973,7
6250,2,784,204,21,982,62
5287,2,111,204,21,1070,38
12048,1,730,204,21,1092,23
2084,1,1539,205,21,32,11
7597,1,851,205,21,87,7
2502,4,388,205,21,97,32
16885,3,14,205,21,107,100
11813,5,1905,205,21,153,1
2442,5,1582,205,21,169,40
5909,3,1861,205,21,305,217
4788,2,1605,205,21,325,125
17317,3,193,205,21,345,118
5774,5,1266,205,21,346,2
7866,5,1275,205,21,447,78
6211,3,565,205,21,449,78
10120,4,677,205,21,510,2
11208,5,1072,205,21,537,28
163,2,1423,205,21,576,124
2776,4,1331,205,21,587,125
1319,1,886,205,21,625,18
8130,5,1700,205,21,628,76
7555,3,1812,205,21,637,29
14231,3,728,205,21,663,76
11056,1,17,205,21,668,38
4901,3,1296,205,21,669,20
12675,5,1844,205,21,671,75
11733,5,1625,205,21,671,2
8277,2,1856,205,21,683,75
14240,1,1717,205,21,720,12
11580,1,1148,205,21,722,118
9023,2,668,205,21,741,29
14320,3,469,205,21,780,68
12531,4,342,205,21,837,2
13408,4,418,205,21,852,67
17705,3,134,205,21,886,15
17114,1,1057,205,21,917,1
6519,1,1842,205,21,925,32
10963,2,1105,205,21,937,125
19166,3,1530,205,21,944,14
8156,2,781,205,21,997,22
15409,4,1430,205,21,1023,23
16003,5,583,293,21,117,156
